Gene,BaseGeneMean,OutlierFactor,GeneMean,DEFacGroup1,DEFacGroup2,true_log2_fc,sparsity,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,sparsity_category
Gene1029,0.236370203620799,1,0.236370203620799,0.802986713895932,0.608627667686024,0.399816198304099,0.895888344021124,0.242319233461636,0.147574484465986,0.113,0.095,1,Medium sparsity
Gene103,0.197835702641776,1,0.197835702641776,1.93713220834736,0.775377686466792,1.32095129709526,0.831007167106752,3.86830158342287e-23,1.46696426496297,0.24,0.095,1.56395433017787e-19,Medium sparsity
Gene1030,0.25752272778265,1,0.25752272778265,0.7161615330395,1.4189617986902,-0.986478814840316,0.853262919652961,2.10339695504834e-07,-0.884521725519325,0.11,0.184,0.000850403388926043,Medium sparsity
Gene1031,1.00143202038694,1,1.00143202038694,1.97518320585999,1.98237526110456,-0.00524361367959247,0.285552621652207,,,,,,Low sparsity
Gene1032,0.379924474623056,1,0.379924474623056,1.94205113055905,0.44206602481664,2.1352474200198,0.746887966804979,2.43758079538636e-53,2.05523287170329,0.373,0.128,9.85513915574707e-50,Medium sparsity
Gene1033,0.202039218628534,1,0.202039218628534,0.492759111533865,3.21968608899265,-2.70796558290485,0.783100716710675,1.54797402717183e-87,-2.86409725697819,0.067,0.372,6.25845899185571e-84,Medium sparsity
Gene1034,0.485653237163834,1,0.485653237163834,0.662113234543939,0.588107644693695,0.170997723778633,0.829875518672199,0.285354163725218,0.194546295274389,0.17,0.171,1,Medium sparsity
Gene1035,0.00509447110234338,1,0.00509447110234338,0.707887980286509,1.40568701043667,-0.989682416168252,0.995096190116937,,,,,,High sparsity
Gene1036,0.17641992347451,1,0.17641992347451,1.49536672998705,0.458004419060201,1.70706591701809,0.879668049792531,1.54568895797165e-17,1.59130926821145,0.173,0.065,6.2492204570794e-14,Medium sparsity
Gene1037,1.06702570221927,1,1.06702570221927,0.550586221273764,0.621099195223536,-0.17385519230361,0.659751037344398,0.134514003629532,-0.159690728774515,0.322,0.359,1,Low sparsity
Gene1038,0.0103876514343632,1,0.0103876514343632,0.588623991604603,1.73180377820765,-1.55685722385779,0.993964541682384,0.0273671423946193,-2.42812781983888,0.002,0.01,1,High sparsity
Gene1039,1.0810597624888,1,1.0810597624888,0.630345660704274,1.35512754140883,-1.10421356408008,0.51678611844587,2.70005095883669e-39,-1.10667804146421,0.372,0.599,1.09163060265767e-35,Low sparsity
Gene104,0.583472020791172,1,0.583472020791172,1.68362151034186,1.27624342915414,0.399664313832026,0.594492644285175,1.33335374701862e-07,0.511341747031895,0.454,0.355,0.000539074919919629,Low sparsity
Gene1040,0.107723411968284,1,0.107723411968284,0.523496302748013,1.33444517123129,-1.34998877712501,0.932855526216522,4.45713667515494e-08,-1.45405754876583,0.04,0.095,0.000180202035776514,High sparsity
Gene1041,1.23069593433044,1,1.23069593433044,1.3754994487084,0.556279800316046,1.30607293705256,0.498679743493022,9.12234436148686e-45,1.16772149203649,0.619,0.379,3.68816382534914e-41,Low sparsity
Gene1042,0.275446771949812,1,0.275446771949812,0.661790744402166,1.40255166274927,-1.08360689341279,0.834402112410411,1.37458751801962e-09,-0.972636776318744,0.122,0.211,5.55745733535331e-06,Medium sparsity
Gene1043,0.151887439230398,1,0.151887439230398,0.575704739222512,0.633530945862066,-0.138086003279947,0.945680875141456,0.180991086503684,-0.471332349500909,0.052,0.057,1,High sparsity
Gene1044,0.0844634674693476,1,0.0844634674693476,0.585344547986005,1.39722009007723,-1.25520130683708,0.940399849113542,8.09034850907477e-06,-1.34719204674859,0.039,0.081,0.0327092790221893,High sparsity
Gene1045,0.158482940954637,1,0.158482940954637,0.714551597073125,1.3363076909702,-0.903142137411389,0.874009807619766,2.17156652305099e-07,-0.716585549835802,0.091,0.162,0.000877964345269515,Medium sparsity
Gene1046,0.25270865972275,1,0.25270865972275,0.583746890607491,0.691762588380806,-0.244934032414246,0.893625047152018,0.347773818643503,-0.307998457038206,0.102,0.111,1,Medium sparsity
Gene1047,0.666134542933991,1,0.666134542933991,1.27353866963416,1.84029826690814,-0.531096844312959,0.528857035081102,1.01372417650936e-10,-0.535371502172383,0.414,0.53,4.09848684562734e-07,Low sparsity
Gene1048,0.410952417994564,1,0.410952417994564,0.458956655435429,1.7632132845584,-1.9417771838727,0.769143719351188,3.98447822105382e-48,-2.08857084866046,0.118,0.348,1.61092454477206e-44,Medium sparsity
Gene1049,0.232010734987345,1,0.232010734987345,0.64218739058513,1.52839735483642,-1.2509534229795,0.84534138061109,1.21158195022213e-16,-1.45216955703788,0.097,0.214,4.89842582474808e-13,Medium sparsity
Gene105,0.195065925114897,1,0.195065925114897,1.88415943138493,0.387682045752539,2.28097521826688,0.868351565447001,1.52547867134088e-37,2.52619374815444,0.211,0.049,6.16751026823117e-34,Medium sparsity
Gene1050,0.436492783963401,89.7043558891961,16.3463931534808,2.35572211334969,0.760539195989685,1.63107485811922,0.003017729158808,0,1.63676447271781,1,0.994,0,Low sparsity
Gene1051,0.324467049779591,1,0.324467049779591,1.72630739414607,0.678439362923795,1.34739759789578,0.751414560543191,2.22201001057712e-28,1.35662322293366,0.339,0.155,8.98358647276328e-25,Medium sparsity
Gene1052,0.276150700483557,1,0.276150700483557,1.47560922036312,1.63169269074712,-0.1450586601515,0.752546208977744,,,,,,Medium sparsity
Gene1053,0.0043056494145382,1,0.0043056494145382,0.749319857891531,1.82160498636161,-1.28155655547486,0.998113919275745,,,,,,High sparsity
Gene1054,0.669534014300767,1,0.669534014300767,0.65004302983741,0.730940582110195,-0.169218913766561,0.752546208977744,,,,,,Medium sparsity
Gene1055,0.00688043560251518,1,0.00688043560251518,0.870063849046784,1.98690339544053,-1.19132854834593,0.995473406261788,,,,,,High sparsity
Gene1056,0.600364511578119,1,0.600364511578119,1.21056088019832,0.572908964479463,1.07929781825186,0.720105620520558,5.42115456197406e-17,0.992598837169015,0.351,0.206,2.19177278940611e-13,Medium sparsity
Gene1057,0.0482451452964443,1,0.0482451452964443,0.585609312405789,1.43642572934111,-1.29447299921592,0.960769520935496,2.3917977832633e-06,-1.55565629635648,0.021,0.058,0.00967003843773353,High sparsity
Gene1058,0.544314475468834,1,0.544314475468834,1.35909035049533,1.2897668122889,0.0755311153732008,0.610712938513768,0.0680214233111247,0.134939536220339,0.409,0.369,1,Low sparsity
Gene1059,0.405599757074211,1,0.405599757074211,0.711408806899038,0.588608059941023,0.273371536823884,0.844964164466239,0.10451770655901,0.376320814924461,0.17,0.14,1,Medium sparsity
Gene106,0.111106533536909,1,0.111106533536909,1.51872604534521,0.47565605333378,1.67487100993109,0.915503583553376,8.70258578990316e-13,1.63483616333789,0.123,0.045,3.51845543485785e-09,High sparsity
Gene1060,0.184097561281368,1,0.184097561281368,0.651923939451161,0.738704937130437,-0.180294566173486,0.910976989815164,0.010107963974538,-0.23022799985722,0.075,0.104,1,High sparsity
Gene1061,0.270163583346555,1,0.270163583346555,0.870386265569045,0.784222068251788,0.150393551167406,0.869483213881554,,,,,,Medium sparsity
Gene1062,0.247314984652874,1,0.247314984652874,0.655306146115139,1.43131646298954,-1.127101718179,0.847604677480196,8.37785210266386e-10,-1.15015698886136,0.113,0.194,3.387165605107e-06,Medium sparsity
Gene1063,0.140702252984456,1,0.140702252984456,2.20300110398048,1.90828013918169,0.207197240723026,0.820822331195775,,,,,,Medium sparsity
Gene1064,0.401969419091935,1,0.401969419091935,1.41224090156206,0.760965933359042,0.892082431812825,0.763108261033572,2.2054979049679e-09,0.834971305805967,0.284,0.188,8.9168280297852e-06,Medium sparsity
Gene1065,0.0399472165335866,1,0.0399472165335866,2.2029816564593,1.84601071887516,0.255046552189827,0.938513768389287,0.00222196414308182,0.773814769033132,0.076,0.046,1,High sparsity
Gene1066,0.179807987181876,1,0.179807987181876,1.45066459668014,1.64153905879702,-0.178335080565758,0.828743870237646,0.153607112580097,-0.264300746090415,0.158,0.185,1,Medium sparsity
Gene1067,0.010964427765248,1,0.010964427765248,0.614701222268563,0.604410847778034,0.0243557999428492,0.996605054696341,,,,,,High sparsity
Gene1068,0.0450552291991172,1,0.0450552291991172,0.606728966806979,1.69637648802779,-1.48333229615433,0.970577140701622,0.000188833753627841,-0.818477684931231,0.017,0.042,0.76345486591736,High sparsity
Gene1069,0.0337899946908394,54.5135905909062,9.93374931656098,0.668528715191968,0.63165395436104,0.0818551214656345,0.0569596378725009,,,,,,Low sparsity
Gene107,0.079668091242214,1,0.079668091242214,2.19871360781767,1.64221222477734,0.421019118883785,0.893247831007167,0.00190933117194762,0.505016830549136,0.127,0.085,1,Medium sparsity
Gene1070,0.00468166172325922,1,0.00468166172325922,1.6111807844812,0.504173186588234,1.67612708387531,0.998491135420596,,,,,,High sparsity
Gene1071,0.160741351679636,1,0.160741351679636,0.83580982123656,1.97399133576418,-1.23986904118365,0.87929083364768,2.006590925168e-15,-1.39721746313004,0.07,0.173,8.11264711045424e-12,Medium sparsity
Gene1072,0.0707666392182234,55.4792088734367,10.1097092900313,1.57830997367004,1.59787616325795,-0.0177750298970768,0.010562052055828,,,,,,Low sparsity
Gene1073,0.0761190128179877,1,0.0761190128179877,2.20586184094885,1.69474814587649,0.380271541471655,0.905318747642399,0.34355651583129,0.13312372408546,0.102,0.087,1,High sparsity
Gene1074,0.43153055911093,1,0.43153055911093,1.21188153007943,0.567621738918238,1.09424692388166,0.775556393813655,1.94894025037342e-18,1.03345511047307,0.296,0.151,7.87956543225974e-15,Medium sparsity
Gene1075,0.678925213353582,1,0.678925213353582,0.408363673570316,0.618875807000471,-0.599795389996454,0.791022255752546,1.05418740663991e-06,-0.475162881951286,0.169,0.251,0.00426207968504515,Medium sparsity
Gene1076,0.0291271108850307,1,0.0291271108850307,1.95726053896419,0.572176294235729,1.77430417989692,0.968313843832516,0.000525917817620065,1.15800148148667,0.044,0.018,1,High sparsity
Gene1077,0.131227752291448,1,0.131227752291448,1.66452667622554,0.534081168694783,1.63998106986161,0.902301018483591,1.97516590098518e-11,1.5413977347017,0.136,0.058,7.98559573768308e-08,High sparsity
Gene1078,0.18585155451725,1,0.18585155451725,1.49330431320217,0.707191931094537,1.07833447611774,0.86797434930215,2.86571250898681e-11,0.749226609209621,0.175,0.088,1.15860756738337e-07,Medium sparsity
Gene1079,0.290786578513667,1,0.290786578513667,0.541009819709151,0.641590613860985,-0.245998255844029,0.896265560165975,0.596894086124232,-0.234480855277849,0.099,0.109,1,Medium sparsity
Gene108,0.1118865345711,1,0.1118865345711,1.39932648574854,1.24954111455648,0.163334233872321,0.901546586193889,0.657990660713988,-0.18367225200704,0.093,0.104,1,High sparsity
Gene1080,0.246658260281781,1,0.246658260281781,0.559027711065193,1.86658428889155,-1.73940895303441,0.823840060354583,9.96276979367639e-35,-1.82418518647826,0.087,0.268,4.02794782758336e-31,Medium sparsity
Gene1081,0.197200465374677,1,0.197200465374677,1.79662660283748,1.85742033112237,-0.0480097304268438,0.794417201056205,,,,,,Medium sparsity
Gene1082,0.482996285444747,1,0.482996285444747,0.581397455764513,2.06705298247303,-1.82997870496944,0.670690305545077,1.96602283423994e-65,-1.80743389503576,0.185,0.479,7.9486303188321e-62,Low sparsity
Gene1083,0.0192364714089521,6.06861012077756,1.10585362267085,1.60173452772629,1.29371453602661,0.308115739319569,0.368540173519427,5.69794280733029e-06,0.308032177834371,0.655,0.607,0.0230367827700363,Low sparsity
Gene1084,0.920457895556656,1,0.920457895556656,0.567631250254991,2.14678821704861,-1.91915395227331,0.552621652206715,5.67314984646101e-104,-1.97583370469817,0.261,0.64,2.29365448292419e-100,Low sparsity
Gene1085,0.121438492145232,1,0.121438492145232,1.46736381540632,1.51689894571625,-0.0478983634527253,0.903809883062995,,,,,,High sparsity
Gene1086,0.115229607946386,1,0.115229607946386,1.64301072478368,1.51645665573197,0.11563763495617,0.879668049792531,,,,,,Medium sparsity
Gene1087,0.175721935451823,27.661721499581,5.04066241212153,0.498679810870259,0.510213816183708,-0.0329881700497138,0.229347416069408,0.0189086164468326,-0.174118242736279,0.767,0.774,1,Low sparsity
Gene1088,0.0406419289584315,1,0.0406419289584315,1.84528021974434,1.4242407445555,0.373646886196058,0.955865711052433,,,,,,High sparsity
Gene1089,0.40645613470199,1,0.40645613470199,0.73530869891405,0.587719144966172,0.323223157605471,0.824971708789136,3.895330026428e-06,0.790956245342979,0.204,0.145,0.0157488192968484,Medium sparsity
Gene109,0.38991290491162,1,0.38991290491162,0.708710600437772,0.517437385428162,0.453812333989442,0.854771784232365,0.0291145674581624,0.394703049401266,0.163,0.127,1,Medium sparsity
Gene1090,0.283626868035294,1,0.283626868035294,1.89523822772877,0.682309235221122,1.473881554961,0.782723500565824,3.02118815952023e-33,1.65285399692322,0.31,0.121,1.22146637289403e-29,Medium sparsity
Gene1091,0.138211623636978,1,0.138211623636978,1.51211545126257,0.59334444153415,1.34962654481887,0.90192380233874,4.22210767488258e-13,1.60451096749808,0.139,0.055,1.70699813295503e-09,High sparsity
Gene1092,0.0304555244399951,1,0.0304555244399951,1.57698368577151,0.417904222990109,1.91592349270692,0.978498679743493,5.71406899336024e-05,1.77836864018783,0.033,0.009,0.231019809401555,High sparsity
Gene1093,0.134043252164734,66.3956520011966,12.0989601957999,1.96878960112268,0.491487861229305,2.0020812523849,0.03394945303659,0,2.00350955599078,1,0.931,0,Low sparsity
Gene1094,0.4461373124097,1,0.4461373124097,1.50954923145679,1.51574754662858,-0.0059116785747092,0.673708034703885,0.483493623083937,0.166763274944293,0.331,0.321,1,Low sparsity
Gene1095,0.0912628383216133,1,0.0912628383216133,2.07456791799491,0.6393714098791,1.69808475033574,0.912108638249717,7.70726753447498e-14,1.64996841389848,0.129,0.045,3.11604826418824e-10,High sparsity
Gene1096,0.134258419778256,1,0.134258419778256,1.62193612283536,0.575659688729788,1.49442890818275,0.892116182572614,1.09846935663326e-18,1.76303416309864,0.16,0.054,4.44111160886828e-15,Medium sparsity
Gene1097,0.561514000577484,1,0.561514000577484,1.87168412070162,1.86370536669765,0.0061631732802534,0.551867219917012,,,,,,Low sparsity
Gene1098,0.0413486157870888,1,0.0413486157870888,1.25280946842294,1.61275392675191,-0.36435930822949,0.957751791776688,0.00830928219055301,-0.402100200741461,0.031,0.054,1,High sparsity
Gene1099,0.0207718112510948,1,0.0207718112510948,2.2063282442639,0.973008279801886,1.18112345563281,0.978121463598642,2.60946073675755e-05,1.37840185269553,0.034,0.009,0.105500497587108,High sparsity
Gene11,0.0732330795354701,1,0.0732330795354701,0.438616845555162,0.729032985922738,-0.733022871057675,0.967936627687665,0.00452237602876357,-1.25560407296014,0.021,0.043,1,High sparsity
Gene110,0.229223763586965,5.94080261046376,1.08256387502317,0.58518188638228,1.83918142077727,-1.65210677893418,0.490003772161449,5.42205627577366e-92,-1.64549016333061,0.346,0.68,2.19213735229529e-88,Low sparsity
Gene1100,0.221156894258473,1,0.221156894258473,1.31009413459239,1.85182450129579,-0.499276901964842,0.827612221803093,2.86784377540715e-06,-0.713261231182893,0.137,0.209,0.0115946923839711,Medium sparsity
Gene1101,0.168819801053697,1,0.168819801053697,1.66681745997144,1.67800629694727,-0.00965201218414036,0.831007167106752,0.0944387359489484,-0.207336947483152,0.154,0.184,1,Medium sparsity
Gene1102,0.130554442372853,1,0.130554442372853,0.50068401110698,0.618257974843909,-0.30430855891492,0.949075820445115,0.0516171020782887,-0.597026439874058,0.041,0.061,1,High sparsity
Gene1103,0.559457751146233,1,0.559457751146233,2.06334630877188,0.686166485260068,1.58835541467153,0.606940777065258,3.28895625187099e-48,1.4455486258366,0.515,0.267,1.32972501263144e-44,Low sparsity
Gene1104,0.27310738950119,1,0.27310738950119,1.8341764672388,0.636931346120164,1.5259226681543,0.799321010939268,1.04606458399353e-21,1.24576868445756,0.274,0.125,4.22923911308584e-18,Medium sparsity
Gene1105,0.0278515929708879,1,0.0278515929708879,1.06812481440319,0.635420158273932,0.749297476806917,0.983402489626556,0.0221484209977713,1.62510019614948,0.023,0.01,1,High sparsity
Gene1106,0.21467878775303,1,0.21467878775303,1.29408982506476,0.540449364158072,1.25970640056169,0.885703508110147,6.22879500943632e-08,0.91669750832076,0.149,0.078,0.00025183018223151,Medium sparsity
Gene1107,0.145807236085901,1,0.145807236085901,1.6980748359084,0.676646627920604,1.32742553913467,0.903432666918144,6.40425981910044e-14,1.62361960549687,0.139,0.052,2.58924224486231e-10,High sparsity
Gene1108,0.128550352134022,1,0.128550352134022,0.680826733556924,1.56147217704021,-1.19754727048151,0.908713692946058,1.33798251154264e-13,-1.4826148100763,0.05,0.135,5.40946329416688e-10,High sparsity
Gene1109,0.286865987631644,1,0.286865987631644,0.631765798248248,0.732254154981698,-0.212954637950264,0.874387023764617,,,,,,Medium sparsity
Gene111,1.09648939391057,1,1.09648939391057,0.722504175475093,0.525231454413738,0.460052608058834,0.662768766503206,1.5692322855987e-07,0.516229893536746,0.384,0.288,0.000634440613067554,Low sparsity
Gene1110,0.127943137354855,1,0.127943137354855,0.373443023098643,0.600252116706887,-0.684680440810722,0.960015088645794,0.236661283868703,-0.280322401291974,0.034,0.046,1,High sparsity
Gene1111,0.117500276745816,1,0.117500276745816,1.40056471589494,1.50295826049958,-0.10179629635051,0.878913617502829,0.0352979937801776,-0.584902974068471,0.107,0.135,1,Medium sparsity
Gene1112,0.156472620650783,1,0.156472620650783,1.99334552628682,0.52403871556046,1.92744650248136,0.884949075820445,1.91218965210424e-30,2.18006034441592,0.184,0.044,7.73098276345744e-27,Medium sparsity
Gene1113,0.812631968376379,1,0.812631968376379,1.85708227763775,1.34537660178061,0.465027662228466,0.438325160316862,1.1258735246305e-10,0.498491828431195,0.607,0.515,4.5519066600811e-07,Low sparsity
Gene1114,0.0915761912127242,1,0.0915761912127242,1.83312208538193,1.0433960815668,0.813015951631543,0.912485854394568,0.0062015610724563,0.675052998372642,0.104,0.071,1,High sparsity
Gene1115,0.129528799459509,1,0.129528799459509,0.681750405039747,1.710269145172,-1.32690782261083,0.903055450773293,5.81664122012678e-15,-1.65740909125462,0.053,0.142,2.35166804529726e-11,High sparsity
Gene1116,0.0118279628995051,1,0.0118279628995051,1.57557030201674,1.32145467922717,0.253747181927675,0.986797434930215,0.693018473008272,0.599137121780284,0.014,0.012,1,High sparsity
Gene1117,0.175041571463126,1,0.175041571463126,2.22193749373172,1.46956390575883,0.596430134543077,0.788381742738589,0.019285364014478,0.298860141791157,0.233,0.189,1,Medium sparsity
Gene1118,0.0146194578003433,1,0.0146194578003433,0.745166711454017,1.61695438554431,-1.11764384893377,0.988306299509619,0.557884717282689,-0.818191471155418,0.01,0.013,1,High sparsity
Gene1119,0.558313435542721,1,0.558313435542721,1.38770000952447,0.726685353203112,0.933292989111418,0.682761222180309,4.05223429663443e-21,1.04063076338801,0.4,0.231,1.6383183261293e-17,Low sparsity
Gene112,0.313114587865106,1,0.313114587865106,1.93791411303919,1.42576343263351,0.442770008038433,0.711806865333836,0.00418526592198908,0.388576461254936,0.313,0.262,1,Medium sparsity
Gene1120,0.171957000939826,1,0.171957000939826,2.58587822017763,1.87596228830012,0.463023507965011,0.758204451150509,0.00062029915936291,0.474733271605191,0.271,0.211,1,Medium sparsity
Gene1121,0.817759916831852,1,0.817759916831852,1.8173409896469,0.450187813157988,2.0132302315426,0.600905318747642,4.91929394031539e-99,2.01771863286591,0.585,0.206,1.98887054006951e-95,Low sparsity
Gene1122,0.499347016182383,1,0.499347016182383,1.50379974129318,0.533123933456219,1.49606960296357,0.718219539796303,3.55371723893336e-37,1.36633288332424,0.39,0.17,1.43676787970076e-33,Medium sparsity
Gene1123,0.123388045635886,1,0.123388045635886,0.631091295103199,0.444732396008696,0.50491122391153,0.952847981893625,0.0196859399916515,0.782615532405531,0.058,0.036,1,High sparsity
Gene1124,0.0813159314295522,1,0.0813159314295522,1.41979991129748,1.71321433054816,-0.271018021322223,0.907582044511505,0.745589390603605,-0.127538664237583,0.09,0.095,1,High sparsity
Gene1125,0.137375410626813,1,0.137375410626813,1.81742091903053,0.60865141813816,1.57820446864044,0.888721237268955,3.22038958941639e-20,1.85180975688986,0.166,0.055,1.30200351100105e-16,Medium sparsity
Gene1126,0.752764012214616,1,0.752764012214616,0.606709002802699,1.71109374175459,-1.49584217517303,0.612976235382874,4.80575821655618e-50,-1.43756789314576,0.256,0.523,1.94296804695366e-46,Low sparsity
Gene1127,0.722378355346752,1,0.722378355346752,1.81901792786197,1.6160344051157,0.170701848796568,0.438702376461713,0.010835169928382,0.219464874426377,0.58,0.542,1,Low sparsity
Gene1128,0.145105051716932,1,0.145105051716932,0.477320253779711,0.624090381921632,-0.386797423470281,0.947944172010562,0.347874542495398,0.149153127966528,0.048,0.056,1,High sparsity
Gene1129,0.0491629721601213,1,0.0491629721601213,1.53307202796469,2.47029967662117,-0.688260588036553,0.93587325537533,0.000255513525100634,-1.15034218861103,0.047,0.082,1,High sparsity
Gene113,0.169370248463122,1,0.169370248463122,2.03397176225858,1.21582105698398,0.742368739958658,0.823840060354583,9.63387628179287e-10,0.911203987803216,0.222,0.128,3.89497618072886e-06,Medium sparsity
Gene1130,0.295608272027056,3.69519414519493,0.673357449335096,0.494325196337038,0.682583241788913,-0.465544550817279,0.778951339117314,0.0288520255971187,-0.192691799460617,0.2,0.243,1,Medium sparsity
