Gene,BaseGeneMean,OutlierFactor,GeneMean,BatchFacBatch1,BatchFacBatch2,BatchFacBatch3,BatchFacBatch4,BatchFacBatch5,DEFacGroup1,DEFacGroup2,true_log2_fc,sparsity
Gene17,0.0465319494231159,1,0.0465319494231159,2.01691553664024,0.628132468756904,2.13011632153072,1.58799118826823,1.33117124993522,1,1,0,0.955
Gene18,0.11753749166721,1,0.11753749166721,2.85564756830676,2.02491536834253,1.65455178789537,2.24020600854669,0.599537748868063,0.563180045363927,1,-0.828331877681536,0.906
Gene19,0.106714083918174,1,0.106714083918174,0.583521025896513,1.64349662283579,2.64830728474585,1.55155302342896,1.37068033731041,1,1,0,0.9005
Gene20,0.0518337573265712,1,0.0518337573265712,0.598777969998681,0.60595240512023,0.567622336379268,1.7314060814548,1.25248538265544,1,1,0,0.97
Gene21,0.150621567778234,1,0.150621567778234,0.363456144975764,0.554578479191646,0.43786232182102,1.73891063133598,1.47745041401639,1.56710200160149,1,0.64809908690389,0.8965
Gene22,0.0574010883399142,1,0.0574010883399142,0.497234818769595,1.77387353859241,0.467992364569839,1.71071866974831,1.34468154010879,1,1,0,0.966
Gene23,0.33119664574458,1,0.33119664574458,2.01489255789086,1.76134104790979,2.03184410512201,2.43670078176575,1.39049675440188,1,1,0,0.7235
Gene24,0.22640073222274,1,0.22640073222274,2.24250957855413,0.594575648320432,0.367999825325413,0.470465542835584,0.755060674920447,1,1,0,0.8975
Gene25,0.0962965869305399,1,0.0962965869305399,2.03340451621428,0.733877295797804,0.447408428830477,1.63237230044579,0.533646091307957,1,0.492657291892701,1.02134368401502,0.9625
Gene26,0.0638138865997643,1,0.0638138865997643,0.419005074558703,0.626465069177921,2.54531212855189,1.50014835529589,0.737507405136956,1,1,0,0.961
Gene27,0.188988820559437,51.9975458593619,9.57262138532462,0.468640639818065,0.779080933839732,0.488365908821784,0.554025789020724,1.54547855044248,1,2.22479050044636,-1.15366948969827,0.0655
Gene28,0.184282321782666,1,0.184282321782666,2.0256396318111,0.771450428926054,0.393076313675337,0.683995593841975,0.932862648321364,1.57553334139157,1.55483751565461,0.0190764618976584,0.86
Gene29,0.173681400337336,1,0.173681400337336,0.424019841892356,0.637978618161197,0.510563140903439,0.39594778559186,0.697525946329845,1,1,0,0.9475
Gene30,0.234351831587311,1,0.234351831587311,0.612716360118145,0.678954249880371,0.487894292023659,0.454368246960344,0.790460456762133,1.62156750215485,1.60748355428824,0.012585103324355,0.8675
Gene31,0.0199539809107588,1,0.0199539809107588,0.661836881999649,0.672079040802887,0.593846511498533,1.53414402901655,2.0666525160378,1,1,0,0.9935
Gene32,0.441546321921436,1,0.441546321921436,0.380343725195873,0.587381714472495,2.21197267966127,1.93967772772364,1.20818462871373,1.39136938896952,1,0.476505485938691,0.737
Gene33,0.584794987678045,1,0.584794987678045,0.519426480196676,2.24234316291872,0.557614040528128,1.62953580658491,1.2783511517813,1,1,0,0.7205
Gene34,0.189704714860034,1,0.189704714860034,2.58740878419989,0.391722484026623,0.462662410169217,1.19122790261303,0.960625301692199,1,1,0,0.8945
Gene35,0.134284947898318,1,0.134284947898318,2.82526410946572,0.945265679160169,0.401435043657243,1.64457010849029,1.25996932928584,1,1,0,0.892
Gene36,0.0859953973476469,1,0.0859953973476469,2.06952646552166,0.480940086397474,0.498372383072435,0.630279148145304,1.62868005618042,1,1,0,0.95
Gene37,0.0836412010219391,1,0.0836412010219391,1.91141514179206,0.627148555995816,0.362770717538211,0.47162905608051,0.801161747528427,1,1,0,0.9665
Gene38,0.618806048661006,1,0.618806048661006,0.40411554963734,1.71814435422347,2.29241439634038,1.94414651036108,1.3426122327045,1,1,0,0.654
Gene39,0.0663233238094391,1,0.0663233238094391,2.77024531784776,1.39480965053012,0.574760451133281,0.751985748561779,1.57019307005554,0.756263445914116,1,-0.403039207125271,0.9525
Gene40,0.283664154898324,1,0.283664154898324,0.377613039715074,1.7727569394541,2.31414530266865,2.10934704264381,1.42026895356841,1,1,0,0.7825
Gene41,0.0468144517416359,1,0.0468144517416359,0.488502679925427,1.30697592066025,0.674645743920014,1.3972289159872,0.786156511708549,1,1,0,0.9665
Gene42,0.0965618345403869,1,0.0965618345403869,2.04391144614441,1.98969202117122,0.463967761726544,0.768000481632806,2.06681932412846,1,0.515219267778257,0.956741547614261,0.9325
Gene43,0.0542406843190582,1,0.0542406843190582,2.01940326145992,2.19465884387259,0.315776843606789,2.15241053580521,0.595439134169004,1,0.899909550297703,0.152148091105674,0.946
Gene44,0.120503104994035,1,0.120503104994035,0.396888797438046,0.39000672211457,2.52293357789316,0.695162379736003,1.05369998154909,1,1,0,0.9345
Gene45,0.33284961510055,1,0.33284961510055,0.372533047711673,1.78036597409572,1.92096532255026,1.84258262407828,1.62992233184314,1,1,0,0.7615
Gene46,0.0744194216189815,9.78244476001162,1.80092422368784,2.06138440107786,0.75312118591285,2.19653898604003,0.485092485433462,0.890595623121327,1,1,0,0.3815
Gene47,0.577956556731388,1,0.577956556731388,0.617300788099241,1.6460652651291,2.67363552270776,2.02094953419009,1.08269415198141,1,1,0,0.625
Gene48,0.0417267939407542,1,0.0417267939407542,0.368118505721728,0.53711587338314,2.03072516407696,1.34087797847031,0.748658584718008,1,1,0,0.9745
Gene49,0.0179834332378352,1,0.0179834332378352,0.319926041469808,1.88688814199737,0.541803983886485,1.84752220485929,1.13995858863336,0.463337497979637,1.26750937080607,-1.45186106348213,0.989
Gene50,0.223059891884857,1,0.223059891884857,0.375023682528845,0.879918822091875,0.540698291106662,0.943918662902746,1.68499709835817,1,0.531535126090104,0.911763060588158,0.9075
Gene51,1.08695730454067,1,1.08695730454067,0.416981843549791,1.33356153678822,0.391396847420406,1.2362690424987,1.68136204832359,1,1,0,0.5855
Gene52,1.04379103532313,1,1.04379103532313,0.399513211980235,0.393518206002172,0.413223862992805,1.65101279382379,1.77878410513487,1,1,0,0.6285
Gene53,0.446431155362069,1,0.446431155362069,2.79759313310806,0.823706434439772,2.92301068573208,1.11811691101423,0.962393756674319,1,1,0,0.707
Gene54,0.160334073200064,136.001825366892,25.0376043798593,0.421725156573175,1.41224600572562,1.89172986636542,0.691021926632094,1.19210909665832,1,1,0,0.0065
Gene55,1.17113723150421,1,1.17113723150421,0.379472800728251,0.638265676418108,2.2922776438401,1.41641647812546,0.724295715239812,1,1,0,0.5575
Gene56,0.00777608392544002,1,0.00777608392544002,0.408496191127417,1.57147166513765,1.5069341548328,0.57684868479787,2.24880860613378,1,1,0,0.992
Gene57,0.0637777306635688,1,0.0637777306635688,1.81131357237527,1.30308854356407,0.473570873354174,1.53392870172219,1.22631789704663,1,1,0,0.952
Gene58,0.602082950074487,1,0.602082950074487,2.66280437359836,0.824416173406436,0.544650635013429,1.36105901219381,0.895405356333018,1,1,0,0.6715
Gene59,0.935470590413327,1,0.935470590413327,2.4605963778519,2.00855804115735,0.449776102097878,0.622548773402022,0.92884997419147,1.10339431076002,1,0.141948446885556,0.548
Gene60,0.392306940084415,122.0550169384,22.4700309605155,0.480116588049684,1.5360181373134,0.421873657984455,2.15150097457589,1.44288142332725,1,1,0,0.0255
Gene61,0.203335723890919,1,0.203335723890919,1.73061021102592,2.01559688914962,0.367704883328232,2.80036740472294,1.51033679550585,1,1,0,0.8285
Gene62,0.923558956422733,1,0.923558956422733,0.370666374695958,1.59778850148366,2.166818144749,1.53563159898807,0.764555634003617,1,1,0,0.599
Gene63,0.962859060276341,1,0.962859060276341,1.97462905068709,1.91113579231826,0.499071460108413,1.84119583907268,1.75294532187353,1,1,0,0.48
Gene64,0.0136749542604815,1,0.0136749542604815,0.53544282088542,1.82707030235659,1.66138574358762,0.47217290715482,1.26336966724319,1,1,0,0.9915
Gene65,0.128211496285719,1,0.128211496285719,3.25219684966853,0.808194325397473,0.569904309043017,2.07043805434943,1.29170676443631,1,1,0,0.8985
Gene66,0.0479041272895303,1,0.0479041272895303,0.308869277920843,1.89922434882035,2.09670386947882,0.630589202111868,1.23452475490808,1,1,0,0.9675
Gene67,0.178265051382524,1,0.178265051382524,1.51818014704891,0.509856824686585,0.552192989736522,0.686202900620493,0.768943588362213,1,1,0,0.921
Gene68,0.116749090859727,1,0.116749090859727,1.85113584522789,1.66038017160264,1.90555951052765,0.753589272609312,0.693868830597082,1,1,0,0.914
Gene69,0.050315117474346,1,0.050315117474346,3.16743369439315,0.641360001890749,0.665066610916467,2.3469258133711,0.878384859094903,0.823555750207047,1,-0.280061779088955,0.9615
Gene70,0.130015838744808,1,0.130015838744808,0.451158532136408,0.515943863328435,2.54872684805428,0.593480420261289,1.65334289082088,1,1,0,0.928
Gene71,0.127415967452919,1,0.127415967452919,2.30358025627893,0.895182191277776,2.77722884392025,0.524961483672024,0.879751230338909,1,1,0,0.903
Gene72,0.24053753138929,1,0.24053753138929,0.433669658990267,0.419192099935092,2.33490923298353,1.92020448965964,1.58655482935887,1,1.54104795512864,-0.623911757082943,0.8005
Gene73,0.116097573649342,1,0.116097573649342,2.02707808377055,0.502580295193749,0.492462959950159,0.509295908282973,1.339310792439,1,1,0,0.9395
Gene74,0.0681202434595728,1,0.0681202434595728,0.338681184076656,1.37326392583116,0.449347478975487,1.85074908370767,1.57810051625264,1,1,0,0.9575
Gene75,0.131976111331948,172.782361649283,31.8088114120683,1.70245177816504,1.08336995379976,0.427725892785584,2.23972872852454,0.861539438143765,1,0.50220078829848,0.993663801695284,0.0115
Gene76,0.774822741109445,1,0.774822741109445,2.34133742610579,0.514657979050067,0.470621576202129,0.659295539004123,1.32418660834325,1,1,0,0.663
Gene77,0.195568233956027,1,0.195568233956027,1.87668815302135,0.995747391207205,2.35357471512193,0.607989231898941,1.19101878644204,1,1,0,0.8595
Gene78,0.306809502265306,1,0.306809502265306,1.89517984892018,0.647392135622235,2.87801996779399,1.28656030472909,1.36131506459526,1,1.22162053046719,-0.28879621328073,0.766
Gene79,0.031758540160922,1,0.031758540160922,0.36609012410705,0.654203873858372,0.44692323025849,2.49616369977005,0.844887828703894,1,1.59829891760866,-0.676537249706897,0.979
Gene80,0.155675179179279,1,0.155675179179279,0.45937852258581,0.64062630047715,2.55967787385617,1.25405073051336,1.91706383498919,1,1,0,0.866
Gene81,0.472947748918454,1,0.472947748918454,2.14785802696194,0.541635918389614,2.17025928696416,0.576551933780877,0.857807344672611,1,1,0,0.735
Gene82,0.0601441801602296,1,0.0601441801602296,2.72303398135252,0.728029693280639,0.428879457858509,0.678732054486842,1.07827572742012,1,1,0,0.964
Gene83,0.495310451806544,1,0.495310451806544,0.566792277155127,1.85177262379174,1.55246566606132,1.87704340354047,0.470426202357245,1,1.62484166218056,-0.700299137023104,0.6975
Gene84,0.604072014887157,1,0.604072014887157,2.27359583285142,0.481298251748854,2.69481008543069,1.83835486776189,0.623989444973558,1,1,0,0.628
Gene85,0.163322558894156,1,0.163322558894156,0.444473546897297,0.508418309248349,0.478579636379056,1.68510204788463,0.705317180131513,1,1,0,0.9315
Gene86,0.0968970283534453,133.83460935143,24.6386251966427,2.17842700216413,0.529686327807322,2.06340964344637,1.30615506694665,1.58302629568207,1,1,0,0.003
Gene87,0.303349762669518,1,0.303349762669518,2.60920752869112,1.32876627531959,1.74660679985384,0.494894408909434,1.12296360739576,1,1,0,0.782
Gene88,0.140116353920966,1,0.140116353920966,3.31963644912579,0.549597914443408,1.57856832603567,0.664419106134077,0.674107251062775,1,1,0,0.9055
Gene89,0.484176889001518,1,0.484176889001518,0.443116072463253,0.641263640797793,3.27833933359925,0.736372503767238,1.11035975184027,1,1,0,0.7615
Gene90,0.134702713363049,1,0.134702713363049,2.56187771122813,1.21881004658422,0.445858227487827,0.904000544670019,1.65225168155598,0.683214268207663,1,-0.549589990453709,0.9115
Gene91,0.387166834080412,1,0.387166834080412,1.63141551684996,1.8224212183365,1.80175182733898,0.46258540095357,0.795111974376859,1,1,0,0.7725
Gene92,0.0586794156427792,1,0.0586794156427792,0.529640239007246,1.93783901766973,1.64967034804945,2.05180506261316,1.83897931027221,1.65439292822684,0.6098817027019,1.43970058510634,0.946
Gene93,0.211765628705958,1,0.211765628705958,2.23187822093661,1.67560086482718,2.70011662547701,2.06475394337483,1.79360299526911,1,1,0,0.7795
Gene94,0.159231364457375,1,0.159231364457375,2.61316504959349,1.5570354412477,2.42193448202554,1.48941793887016,0.895170481207284,1,1,0,0.8465
Gene95,0.302336691620838,1,0.302336691620838,2.45563206610255,2.00819214111315,0.484875243729888,0.542363326674461,1.14598367701741,1,1,0,0.803
Gene96,0.512220274792005,1,0.512220274792005,1.91986938958661,0.596150512369057,0.499417482456509,1.8802619809166,0.821711536620282,1,1,0,0.701
Gene97,0.0726457407800398,1,0.0726457407800398,1.79685789127948,0.475368329490519,0.380816146390417,0.544767226880208,1.32107097615961,1,1,0,0.96
Gene98,0.747412444873347,1,0.747412444873347,2.34075956059479,0.747709183218663,1.66754281220209,0.428025743693741,0.984417533701614,1,1,0,0.6195
Gene99,0.00791304524871457,1,0.00791304524871457,2.51893820513368,0.661119319474956,1.79160203665199,0.678081169039122,0.991506575186006,1.53958686902796,1,0.622543271721876,0.9935
Gene100,0.336030869490568,1,0.336030869490568,2.15013557218278,1.50405798310157,0.487984613313805,1.32442001216576,1.1220590258945,1,1,0,0.807
Gene101,0.0487171029549719,1,0.0487171029549719,1.97724034740786,1.88031894859,0.490651044275748,0.758291056892016,0.598195563825329,1,1,0,0.9665
Gene102,0.669090422955653,1,0.669090422955653,3.47500458545142,1.49802508769147,0.511388536314833,1.67061749137948,0.794985431835999,1,1,0,0.6245
Gene103,0.115495685573072,64.2922873939535,11.8360533184277,1.99205710047499,0.7026903794684,0.37841878657356,1.85862668359779,0.942533487607485,1,1,0,0.0535
Gene104,0.329111112477689,1,0.329111112477689,0.550117012746814,1.70470458938521,1.80327493677988,0.654586822868049,1.2048413917364,1,2.12629406539677,-1.0883411346638,0.748
Gene105,0.101679362639915,1,0.101679362639915,2.56294935260825,0.484240773358285,2.15758968854401,2.25547542450799,0.666652527311535,1,1,0,0.916
Gene106,0.189223456585912,1,0.189223456585912,0.40667862488485,0.66396635750459,2.70936655818023,0.507081232424523,0.99484146926867,1,1,0,0.8945
Gene107,0.364454981376722,1,0.364454981376722,2.13933515656573,0.56698620031719,0.458655007521496,1.9716605179614,0.762314741790124,1,0.575778168504672,0.796415006901523,0.851
Gene108,0.0615911337405523,29.6259254795379,5.45406063148647,0.347636186225925,0.553817440387841,2.64020856242003,1.63035924719003,0.616070409584843,1,1,0,0.1635
Gene109,0.388075391299381,1,0.388075391299381,0.577643904494383,0.609203840324858,1.79759075155435,0.424868619656542,1.33229793838621,1,1,0,0.8165
Gene110,0.0831070104438729,1,0.0831070104438729,0.482092933854983,1.61240487427274,3.6458866715764,1.54429565069343,0.722145912340901,1,1,0,0.9285
Gene111,0.127625576308613,1,0.127625576308613,2.06911181857757,2.06797153044167,0.381080574063016,0.653439260519594,1.12367850141863,1,0.493337470887327,1.01935322512991,0.933
Gene112,0.102685983166572,1,0.102685983166572,3.1103452373565,0.498363442160449,1.84133939403959,1.92867427219667,1.09397193526021,1,1,0,0.902
Gene113,0.187982159334715,1,0.187982159334715,0.490326816840905,0.464451554789787,0.517396713351892,1.83859529787698,0.831541664511586,1,1,0,0.9175
Gene114,0.0970613301545917,1,0.0970613301545917,0.264983455448697,0.575103217333771,2.36752669304694,2.28061222800329,1.17851771464432,1,0.557701479448979,0.842434996777964,0.9485
Gene115,0.594875615488798,1,0.594875615488798,0.523982341271422,0.626642223826674,0.609887524352444,0.635012431587922,0.931896914077868,1,1,0,0.776
Gene116,0.636875076539468,1,0.636875076539468,3.14426486925904,1.80682938090223,2.61503337555667,0.711575340289503,1.3235465367997,1,1,0,0.589
Gene117,0.068791650184113,270.797492493192,49.8531579691062,1.86719038311106,1.484295568732,0.522562247608417,1.87567992937883,1.24253001587668,1,1,0,5e-04
Gene118,0.164269281909224,1,0.164269281909224,0.39540869192496,0.612646746463392,1.95268826000266,0.604553818438452,0.486204002641052,1,1,0,0.926
Gene119,0.508869958691582,1,0.508869958691582,2.13920501416931,1.76776165340921,2.47416164142476,0.670046130545008,0.919969349881708,1,1,0,0.693
Gene120,0.300022969661265,1,0.300022969661265,0.404928884405299,0.54012054074717,0.428254887026261,0.441665695146516,1.78924237854056,1,1,0,0.8715
Gene121,0.294928078319285,57.9569566720589,10.6697343826159,2.16110313806923,1.45328051946804,0.394967402060715,0.622089425186305,0.932564446858561,1,1,0,0.0695
Gene122,0.000964969344745673,1,0.000964969344745673,2.05546369315638,0.544349929280415,2.18217492732471,0.732709111310209,1.40189874615497,1,1,0,0.999
Gene123,0.130806322969937,1,0.130806322969937,0.481207547272384,0.812579471495096,0.550748692966052,0.567196661133642,1.62554493563577,1,1,0,0.933
Gene124,0.0351443149291923,1,0.0351443149291923,2.18220549615263,1.54387031235655,1.98487973542823,0.486575181852187,0.818268373198505,1,1,0,0.975
Gene125,0.584095295688581,1,0.584095295688581,0.32672810285351,0.699027395103691,1.73632386881419,1.54395140077273,0.793452958176444,1,1,0,0.735
Gene126,0.0272266924671883,1,0.0272266924671883,0.668896883323238,1.32648522663958,2.60792389794353,0.261467004288653,1.47495861465472,1,1.5144099360953,-0.598755781756732,0.9775
Gene127,0.213724028848397,1,0.213724028848397,0.469898385049437,0.746064954634484,1.41746675214073,1.23631643024088,1.1473755944041,1,2.9013926257957,-1.53674553888664,0.783
Gene128,0.147688643852306,1,0.147688643852306,2.03754925477855,1.50709433215167,2.96652750722375,1.53012658903599,1.09929847094552,1,1,0,0.8445
Gene129,0.218041212569819,1,0.218041212569819,0.497818482431776,0.787182283481867,0.412733705619317,0.504927143210661,1.44157145074017,1,1,0,0.913
Gene130,0.263569667365716,1,0.263569667365716,2.4558363797066,1.35082775862851,0.508835318485576,0.697372457829416,0.657915944077551,1,1,0,0.843
Gene131,0.412113279172087,1,0.412113279172087,1.99531233897255,0.576216835667933,2.26830040636613,0.789742256771083,1.06283799678273,1,1,0,0.7555
Gene132,0.11092087136876,1,0.11092087136876,2.88143603426209,0.544809421423958,2.58379183419185,2.28012857647969,0.77074881064167,1,1,0,0.9005
Gene133,0.164165645048048,1,0.164165645048048,2.81745759120221,1.6622391389503,0.586847259177187,0.762746672820005,1.48188325737329,1,1,0,0.8795
Gene134,0.288817686705104,1,0.288817686705104,0.608802913864512,1.92384511818603,2.48434378780148,1.94116308186734,0.630987805688594,0.518586421344793,1,-0.94734366369615,0.8605
Gene135,0.154617989087337,1,0.154617989087337,2.34927101019853,1.320086550274,0.451425576250773,1.96823400239649,1.30830862871303,1,1,0,0.877
Gene136,0.198358171086914,1,0.198358171086914,2.19031879340078,0.806906296697244,0.599191781322337,0.541632143584544,0.924380229634988,1,1,0,0.9065
Gene137,0.285566082672529,1,0.285566082672529,0.493928975622807,0.642218571258414,2.18631564188721,0.349335185529482,1.61729641748338,1,1,0,0.843
Gene138,0.0613251283939711,1,0.0613251283939711,2.96182956935562,0.875895223733066,2.3192757168349,0.837744937168763,1.14837059751007,1,1,0,0.9485
Gene139,0.127511276630448,1,0.127511276630448,2.48667596314228,0.538099990429085,2.9031244416092,0.652971630497834,0.7620295008118,1,1,0,0.9115
Gene140,0.454791303431487,1,0.454791303431487,0.657408556587363,1.6378661991712,1.62105414479389,0.501258655468645,1.37262415988306,0.540274108498823,1,-0.8882365493932,0.8025
Gene141,0.0257691262819143,1,0.0257691262819143,0.519028665042626,1.6390951890153,0.384869890782011,1.84339759177716,1.25561517702495,1,1,0,0.9845
Gene142,1.25665479083275,1,1.25665479083275,0.39038701040476,0.515408472825991,1.8406204096243,1.8917886327563,1.40048977367163,1.2589220153604,1,0.332188917260716,0.4785
Gene143,0.245916097320737,1,0.245916097320737,0.56427806183914,1.15951860384887,1.60462148842766,1.3766205344694,0.732181981952741,1,1,0,0.868
Gene144,0.045904129992835,1,0.045904129992835,1.91826078440328,0.402741700872412,2.04877064884387,0.639204247547698,0.90829840981986,1,1,0,0.976
Gene145,0.215067424367555,1,0.215067424367555,2.80526100210115,0.59590403237047,0.536172532224191,2.13155818895092,0.672718694907408,1,1,0,0.848
Gene146,0.249336811115808,1,0.249336811115808,3.93653635241333,0.437006182680656,1.90469212778955,0.53408784073978,0.893127812050753,0.557629395618903,1,-0.842621479527878,0.8525
Gene147,0.32833947704811,1,0.32833947704811,2.44604896639864,2.00117789110771,1.86918162443622,0.747739684415871,1.04612513613653,1,1,0,0.7805
Gene148,0.0803746918774236,1,0.0803746918774236,0.432805101449289,1.81702520668655,1.81426182787345,0.386663164572384,1.82268880181586,1,1,0,0.948
Gene149,0.447059296856992,1,0.447059296856992,2.24646032175482,2.06263348713238,1.46531994210112,2.48967280039356,0.714867572137936,1,1,0,0.6415
Gene150,0.407337506835393,1,0.407337506835393,2.6075000593485,0.559885062197849,0.466165277116237,0.488907291974044,1.38565459902151,1,1,0,0.7845
Gene151,0.0829787077711917,1,0.0829787077711917,0.433406658879129,1.11891667187562,1.83928034039398,1.87805960378805,1.59069786317061,1,1,0,0.9335
Gene152,0.056241790561595,1,0.056241790561595,0.312308024917073,1.3236727863838,2.11869427354901,1.75505710637517,0.734660136395298,1,1,0,0.961
Gene153,0.225418394420017,1,0.225418394420017,0.601115631394129,0.498348751678585,2.04869278890727,1.72936593474424,0.596074527236382,1,1,0,0.8855
Gene154,0.195283543062949,1,0.195283543062949,1.50712117575016,1.23549690503488,0.50375864352597,2.30192923440787,0.897150212624785,1,1,0,0.879
Gene155,0.321607542869024,1,0.321607542869024,0.461074027728856,1.31055793441188,0.679632387247219,1.69406937093736,0.70274880548675,1,1,0,0.8405
Gene156,0.0250573259940155,1,0.0250573259940155,1.98484932163593,0.692180583143144,2.28069163097104,1.19955115164518,0.671938593064831,1,1,0,0.9755
Gene157,0.186567398396961,1,0.186567398396961,0.322927661657145,1.35618030297644,0.422719599703141,0.598597160279617,0.678738092587339,1,1,0,0.9265
Gene158,0.0146150279289764,1,0.0146150279289764,3.00158056605984,2.18185515674225,1.31920805072536,0.475508593546891,0.790824081406591,1,1,0,0.993
Gene159,0.0762715606309763,1,0.0762715606309763,0.449072197488904,1.36178101118962,1.87737164553961,0.537022789779386,1.22171782659655,1,1,0,0.9455
Gene160,0.0687417581553585,1,0.0687417581553585,3.60146161040503,2.26039431527092,0.289514340852578,1.91750154185552,1.16359176070519,1.67124099201988,1,0.740919784220933,0.903
Gene161,0.403192772054916,1,0.403192772054916,0.438364119588547,0.686204604287883,1.87235259955415,0.589187296731149,0.80744541883977,1,1,0,0.831
Gene162,0.741065858005282,1,0.741065858005282,0.502011359381641,1.18299799300874,0.437106139727524,1.8246085212807,0.631487166932768,1,1,0,0.684
Gene163,0.17478054578831,1,0.17478054578831,3.11481434016992,1.82435754615242,2.01900914525891,2.15668041358198,0.75470841232899,1,1,0,0.837
Gene164,0.483515866836507,1,0.483515866836507,0.331233619251402,1.57885709426155,0.398500001275104,2.18224106467186,1.14174890062648,1,1,0,0.769
Gene165,0.269584564851506,1,0.269584564851506,0.481149304367143,0.7518528979604,0.377961480373426,2.05415579498486,1.19060374173915,1,1.06073076738507,-0.0850585206746277,0.8645
Gene166,0.304209849066568,1,0.304209849066568,0.418459080230511,0.579795393624737,2.84661665605819,1.60398934308602,1.33386650911494,1,1,0,0.81
Gene167,0.0784029665356455,1,0.0784029665356455,0.650381967211374,1.71278884891149,0.424584106909823,1.88722268773564,0.602552659434512,1,1,0,0.9565
Gene168,0.220793648988861,1,0.220793648988861,0.33866612300749,0.702830078069714,0.523837183161547,0.703525457934764,1.35240118050136,1,1,0,0.925
Gene169,0.146827033051378,1,0.146827033051378,2.40010327460078,2.94503989723958,1.91879066525627,1.93779641644856,1.15945668839933,1,1,0,0.831
Gene170,0.0396595643971751,1,0.0396595643971751,1.45386405114717,0.561586247741048,0.567307910095436,0.494940878327324,1.12516813642174,1,0.561009690824874,0.833902402869274,0.986
Gene171,0.159217833551508,1,0.159217833551508,0.640047938404535,0.611353583867911,2.37036200045476,1.58275545804763,0.704780771493032,1,1,0,0.9035
Gene172,0.296694700524006,1,0.296694700524006,0.443697903476048,1.41400114537234,2.06663445537957,1.67537750312355,0.522583719844213,1,0.89915668896705,0.153355550117362,0.8415
Gene173,0.0553392864783414,42.2351394443394,7.77538617208139,2.14943153125349,0.461980009137447,0.655545244437769,1.39572246844561,1.30541762494,1,1,0,0.0995
Gene174,0.340343560476492,1,0.340343560476492,3.26229524458977,1.50264363637211,0.425986423215981,2.45745877867634,0.621985494615322,1,1,0,0.762
Gene175,0.064056945756567,1,0.064056945756567,2.38457866372935,1.5753174981673,0.57269375877307,0.528431931206308,1.12965241246637,1,1,0,0.9635
Gene176,0.105007025826655,1,0.105007025826655,2.89280286072228,0.593010580706912,2.39082146307712,0.65375749296198,1.37135307253688,1,1,0,0.91
Gene177,0.194125829362182,25.7973774651398,4.74923427878715,2.47737471134811,0.689133845143116,2.661626919804,0.76473620939893,0.707693133876683,1,1,0,0.1305
Gene178,0.049408168270328,1,0.049408168270328,2.54180616646919,1.06578362396861,1.54573070529748,2.64220696884615,0.516933850606783,1,1,0,0.9565
